ensembl_gene_id,ensembl_transcript_id,refseq,chromosome_name
ENSG00000102547,ENST00000409308,NM_001079670,13
ENSG00000128872,ENST00000435126,NM_001142885,15
ENSG00000175106,ENST00000225576,NM_145301,17
ENSG00000088205,ENST00000263239,NM_006773,2
ENSG00000187288,ENST00000383817,NM_001199623,3
ENSG00000187288,ENST00000618572,NM_001199551,3
ENSG00000189241,ENST00000368608,NM_003309,6
ENSG00000102547,ENST00000410043,NM_001287337,13
ENSG00000104635,ENST00000359741,NM_015359,8
ENSG00000206283,ENST00000399383,NM_001185181,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000070882,ENST00000396429,NM_145321,7
ENSG00000070882,ENST00000409069,NM_145322,7
ENSG00000113396,ENST00000262462,NM_001317984,5
ENSG00000113396,ENST00000262462,NM_001017372,5
ENSG00000161999,ENST00000609261,NM_001323918,16
ENSG00000161999,ENST00000609261,NM_001005920,16
ENSG00000214943,ENST00000399285,NM_001197184,14
ENSG00000113396,ENST00000395266,NM_014031,5
ENSG00000104635,ENST00000240095,NM_001135154,8
ENSG00000206283,ENST00000548040,NM_014260,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206283,ENST00000548040,NM_001265595,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206283,ENST00000548040,NM_001265596,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000151806,ENST00000281543,NM_001345868,4
ENSG00000151806,ENST00000281543,NM_001345867,4
ENSG00000151806,ENST00000281543,NM_001345869,4
ENSG00000151806,ENST00000281543,NM_021927,4
ENSG00000188820,ENST00000368606,NM_001276460,6
ENSG00000102547,ENST00000610540,NM_001287338,13
ENSG00000104635,ENST00000381237,NM_001351656,8
ENSG00000104635,ENST00000381237,NM_001351657,8
ENSG00000104635,ENST00000381237,NM_001351655,8
ENSG00000104635,ENST00000381237,NM_001351658,8
ENSG00000104635,ENST00000381237,NM_001128431,8
ENSG00000104635,ENST00000381237,NM_001351660,8
ENSG00000104635,ENST00000381237,NM_001351659,8
ENSG00000102547,ENST00000347776,NM_001287339,13
ENSG00000170144,ENST00000392524,NM_194247,2
ENSG00000170144,ENST00000392524,NM_001330249,2
ENSG00000170144,ENST00000392524,NM_001330251,2
ENSG00000170144,ENST00000392524,NM_001330250,2
ENSG00000104635,ENST00000289952,NM_001135153,8
ENSG00000188820,ENST00000368605,NM_001010919,6
ENSG00000170144,ENST00000411529,NM_001330247,2
ENSG00000170144,ENST00000411529,NM_001330248,2
ENSG00000100652,ENST00000216540,NM_003049,14
ENSG00000101310,ENST00000336714,NM_032985,20
ENSG00000101310,ENST00000336714,NM_032986,20
ENSG00000113749,ENST00000377291,NM_001131055,5
ENSG00000175106,ENST00000518321,NM_001135036,17
ENSG00000112033,ENST00000337400,NM_177435,6
ENSG00000113749,ENST00000636584,NM_001367711,5
ENSG00000197928,ENST00000598513,NM_182609,19
ENSG00000197928,ENST00000598513,NM_001317998,19
ENSG00000101310,ENST00000643747,NM_001172746,20
ENSG00000102053,ENST00000338957,NM_001010888,X
ENSG00000239704,ENST00000619038,NM_001204477,17
ENSG00000112033,ENST00000311565,NM_001171818,6
ENSG00000101310,ENST00000650089,NM_006363,20
ENSG00000101310,ENST00000377465,NM_001172745,20
ENSG00000164904,ENST00000553117,NM_001202404,5
ENSG00000215305,ENST00000380445,NM_022575,20
ENSG00000274129,ENST00000612236,NM_024075,CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000184530,ENST00000329722,NM_001010905,6
ENSG00000167394,ENST00000300849,NM_024706,16
ENSG00000215305,ENST00000380469,NM_080413,20
ENSG00000167394,ENST00000539836,NM_001172669,16
ENSG00000007171,ENST00000313735,NM_000625,17
ENSG00000176681,ENST00000320254,NM_014834,17
ENSG00000274129,ENST00000616063,NM_001282332,CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000112033,ENST00000360694,NM_006238,6
ENSG00000116604,ENST00000348159,NM_005920,1
ENSG00000206284,ENST00000383208,NM_001164267,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206284,ENST00000383208,NM_005452,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000274129,ENST00000618135,NM_001077446,CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000112033,ENST00000418635,NM_001171820,6
ENSG00000226467,ENST00000446463,NM_006411,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000204490,ENST00000376122,NM_000594,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000112033,ENST00000448077,NM_001171819,6
ENSG00000274129,ENST00000618447,NM_001282333,CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000116604,ENST00000360595,NM_001271629,1
ENSG00000167394,ENST00000535577,NM_001172670,16
ENSG00000167394,ENST00000538906,NM_001172668,16
ENSG00000169715,ENST00000306061,NM_175617,16
ENSG00000259024,ENST00000522212,NM_001204478,17
ENSG00000105556,ENST00000264819,NM_001346105,19
ENSG00000105556,ENST00000264819,NM_017550,19
ENSG00000276497,ENST00000617471,NM_001163,CHR_HSCHR9_1_CTG2
ENSG00000169715,ENST00000330439,NM_001363555,16
ENSG00000134207,ENST00000607941,NM_205848,1
ENSG00000226467,ENST00000425204,NM_032741,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000198791,ENST00000361272,NM_013354,8
ENSG00000198791,ENST00000361272,NM_001322093,8
ENSG00000198791,ENST00000361272,NM_001322095,8
ENSG00000198791,ENST00000361272,NM_001322096,8
ENSG00000198791,ENST00000361272,NM_001322090,8
ENSG00000198791,ENST00000361272,NM_001322091,8
ENSG00000198791,ENST00000361272,NM_001322097,8
ENSG00000198791,ENST00000361272,NM_001322092,8
ENSG00000134207,ENST00000609117,NM_001366223,1
ENSG00000274538,ENST00000618418,NM_003311,CHR_HSCHR11_1_CTG7
ENSG00000161999,ENST00000562824,NM_001323922,16
ENSG00000161999,ENST00000562824,NM_001323920,16
ENSG00000134207,ENST00000610222,NM_001366225,1
ENSG00000134207,ENST00000610222,NM_001253772,1
ENSG00000198791,ENST00000523917,NM_001322094,8
ENSG00000198791,ENST00000523917,NM_054026,8
ENSG00000198791,ENST00000523917,NM_001322098,8
ENSG00000198791,ENST00000523917,NM_001322099,8
ENSG00000198791,ENST00000523917,NM_001322087,8
ENSG00000198791,ENST00000523917,NM_001322088,8
ENSG00000198791,ENST00000523917,NM_001322100,8
ENSG00000198791,ENST00000523917,NM_001322089,8
ENSG00000169902,ENST00000304842,NM_003596,7
ENSG00000101639,ENST00000506447,NM_032142,18
ENSG00000134207,ENST00000641643,NM_001366226,1
ENSG00000134207,ENST00000641643,NM_001366224,1
ENSG00000187969,ENST00000339534,NM_203303,X
ENSG00000161999,ENST00000562111,NM_001323919,16
ENSG00000134207,ENST00000369547,NM_001270805,1
ENSG00000204308,ENST00000375094,NM_006913,6
ENSG00000096395,ENST00000430124,NM_002418,6
ENSG00000183971,ENST00000566435,NM_001099456,16
ENSG00000040933,ENST00000409016,NM_001351425,2
ENSG00000040933,ENST00000409016,NM_004027,2
ENSG00000040933,ENST00000409016,NM_001351426,2
ENSG00000040933,ENST00000409016,NM_001351427,2
ENSG00000096395,ENST00000266003,NM_001040109,6
ENSG00000096395,ENST00000507738,NM_001184698,6
ENSG00000135622,ENST00000357877,NM_004263,2
ENSG00000040933,ENST00000409851,NM_001134225,2
ENSG00000040933,ENST00000409851,NM_001351428,2
ENSG00000040933,ENST00000409851,NM_001351429,2
ENSG00000196782,ENST00000509479,NM_018717,4
ENSG00000105472,ENST00000250340,NM_002975,19
ENSG00000040933,ENST00000409540,NM_001351424,2
ENSG00000040933,ENST00000409540,NM_001566,2
ENSG00000135622,ENST00000339773,NM_001271661,2
ENSG00000147416,ENST00000276390,NM_001693,8
ENSG00000276879,ENST00000619362,NM_032036,CHR_HSCHR14_7_CTG1
ENSG00000152214,ENST00000326695,NM_002930,18
ENSG00000167654,ENST00000450849,NM_033064,19
ENSG00000110429,ENST00000265651,NM_012175,11
ENSG00000152214,ENST00000589109,NM_001272077,18
ENSG00000040933,ENST00000074304,NM_001134224,2
ENSG00000135622,ENST00000611975,NM_001271662,2
ENSG00000206282,ENST00000383204,NM_001243738,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206282,ENST00000383204,NM_004761,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000266338,ENST00000581897,NM_173638,1
ENSG00000266338,ENST00000577412,NM_001170755,1
ENSG00000085871,ENST00000265498,NM_002413,4
ENSG00000115596,ENST00000233948,NM_006522,2
ENSG00000160867,ENST00000292408,NM_002011,5
ENSG00000160867,ENST00000292408,NM_001354984,5
ENSG00000160867,ENST00000292408,NM_213647,5
ENSG00000160867,ENST00000393648,NM_001291980,5
ENSG00000085871,ENST00000506797,NM_001204368,4
ENSG00000196131,ENST00000341702,NM_173856,19
ENSG00000164190,ENST00000282516,NM_133433,5
ENSG00000127463,ENST00000477853,NM_015047,1
ENSG00000127463,ENST00000477853,NM_001271428,1
ENSG00000164190,ENST00000448238,NM_015384,5
ENSG00000204487,ENST00000376117,NM_009588,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000204487,ENST00000376117,NM_002341,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000110429,ENST00000448981,NM_033406,11
ENSG00000127463,ENST00000375199,NM_001271427,1
ENSG00000158528,ENST00000433360,NM_001166160,7
ENSG00000138829,ENST00000262464,NM_001999,5
ENSG00000196588,ENST00000651595,NM_001282662,22
ENSG00000085871,ENST00000616265,NM_001204366,4
ENSG00000085871,ENST00000616265,NM_001204367,4
ENSG00000160867,ENST00000393637,NM_022963,5
ENSG00000127463,ENST00000375208,NM_001271429,1
ENSG00000105523,ENST00000263266,NM_017708,19
ENSG00000119844,ENST00000238856,NM_017657,2
ENSG00000119844,ENST00000238856,NM_001002243,2
ENSG00000145920,ENST00000359546,NM_006650,5
ENSG00000248746,ENST00000502692,NM_001258371,11
ENSG00000155657,ENST00000342992,NM_133378,2
ENSG00000196588,ENST00000355630,NM_020831,22
ENSG00000177202,ENST00000321762,NM_133498,19
ENSG00000145431,ENST00000502773,NM_016205,4
ENSG00000248746,ENST00000513398,NM_001104,11
ENSG00000158528,ENST00000289495,NM_001166161,7
ENSG00000171241,ENST00000303383,NM_001324318,16
ENSG00000171241,ENST00000303383,NM_001324319,16
ENSG00000171241,ENST00000303383,NM_024745,16
ENSG00000196588,ENST00000407029,NM_001282660,22
ENSG00000119844,ENST00000238855,NM_203437,2
ENSG00000145920,ENST00000393745,NM_001008220,5
ENSG00000158528,ENST00000340694,NM_017650,7
ENSG00000158528,ENST00000340694,NM_001166163,7
ENSG00000196588,ENST00000652095,NM_001318139,22
ENSG00000158528,ENST00000456331,NM_001166162,7
ENSG00000196588,ENST00000402042,NM_001282661,22
ENSG00000151379,ENST00000281047,NM_001105569,2
ENSG00000103266,ENST00000565677,NM_001293197,16
ENSG00000155657,ENST00000460472,NM_003319,2
ENSG00000092931,ENST00000588460,NM_001353018,17
ENSG00000171853,ENST00000382110,NM_001321102,2
ENSG00000112218,ENST00000229955,NM_001143957,6
ENSG00000112218,ENST00000229955,NM_030784,6
ENSG00000176845,ENST00000320095,NM_001004431,17
ENSG00000171853,ENST00000324266,NM_016030,2
ENSG00000204228,ENST00000374662,NM_014234,6
ENSG00000161940,ENST00000293805,NM_181844,17
ENSG00000103266,ENST00000219548,NM_005861,16
ENSG00000135925,ENST00000258411,NM_025216,2
ENSG00000236515,ENST00000414934,NM_152735,CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000092931,ENST00000593181,NM_001242537,17
ENSG00000176845,ENST00000571814,NM_001363853,17
ENSG00000250821,ENST00000636125,NM_001351574,4
ENSG00000250821,ENST00000636125,NM_001351575,4
ENSG00000092931,ENST00000336509,NM_001353019,17
ENSG00000092931,ENST00000336509,NM_001242535,17
ENSG00000092931,ENST00000336509,NM_024311,17
ENSG00000112039,ENST00000229769,NM_021922,6
ENSG00000155657,ENST00000589042,NM_001267550,2
ENSG00000137145,ENST00000434457,NM_001330640,9
ENSG00000166444,ENST00000526757,NM_139157,11
ENSG00000172673,ENST00000630369,NM_001164685,6
ENSG00000137145,ENST00000602925,NM_017925,9
ENSG00000145911,ENST00000274605,NM_015111,5
ENSG00000172673,ENST00000537166,NM_001164687,6
ENSG00000172673,ENST00000368248,NM_001010923,6
ENSG00000172673,ENST00000368248,NM_001318531,6
ENSG00000204084,ENST00000373027,NM_001365825,1
ENSG00000204084,ENST00000373027,NM_001365823,1
ENSG00000204084,ENST00000373027,NM_001365824,1
ENSG00000204084,ENST00000373027,NM_001350228,1
ENSG00000204084,ENST00000373027,NM_001350227,1
ENSG00000204084,ENST00000373027,NM_001297434,1
ENSG00000092931,ENST00000590514,NM_001242532,17
ENSG00000092931,ENST00000590514,NM_001242533,17
ENSG00000155657,ENST00000359218,NM_133432,2
ENSG00000001497,ENST00000374807,NM_001170649,X
ENSG00000206013,ENST00000382614,NM_001025295,11
ENSG00000155657,ENST00000342175,NM_133437,2
ENSG00000145934,ENST00000518659,NM_001122679,5
ENSG00000001497,ENST00000374811,NM_031206,X
ENSG00000110076,ENST00000301894,NM_138734,11
ENSG00000001497,ENST00000374804,NM_001170650,X
ENSG00000145934,ENST00000519204,NM_001368145,5
ENSG00000145934,ENST00000519204,NM_001368146,5
ENSG00000223609,ENST00000650601,NM_000519,11
ENSG00000171044,ENST00000416569,NM_173683,8
ENSG00000175538,ENST00000310128,NM_005472,11
ENSG00000092931,ENST00000621483,NM_001242534,17
ENSG00000092931,ENST00000621483,NM_001353017,17
ENSG00000133243,ENST00000255608,NM_017797,19
ENSG00000092931,ENST00000355954,NM_001242536,17
ENSG00000204084,ENST00000373024,NM_001365821,1
ENSG00000204084,ENST00000373024,NM_005540,1
ENSG00000204084,ENST00000373024,NM_001365822,1
ENSG00000204084,ENST00000373024,NM_001365820,1
ENSG00000136542,ENST00000259056,NM_001329868,2
ENSG00000136542,ENST00000259056,NM_014568,2
ENSG00000278608,ENST00000617216,NM_001347990,CHR_HSCHR9_1_CTG3
ENSG00000278608,ENST00000617216,NM_153267,CHR_HSCHR9_1_CTG3
ENSG00000145934,ENST00000520394,NM_001080428,5
ENSG00000155657,ENST00000360870,NM_133379,2
ENSG00000165799,ENST00000298690,NM_032572,14
ENSG00000161547,ENST00000392485,NM_003016,17
ENSG00000061337,ENST00000381569,NM_021020,8
ENSG00000168955,ENST00000304568,NM_024795,2
ENSG00000171135,ENST00000647897,NM_001363890,3
ENSG00000171135,ENST00000647897,NM_032492,3
ENSG00000155657,ENST00000615779,NM_001256850,2
ENSG00000130119,ENST00000360845,NM_019067,X
ENSG00000130119,ENST00000360845,NM_001184819,X
ENSG00000092929,ENST00000207549,NM_199242,17
ENSG00000204262,ENST00000374866,NM_000393,2
ENSG00000198830,ENST00000361427,NM_005517,1
ENSG00000163131,ENST00000368985,NM_004079,1
ENSG00000184014,ENST00000328194,NM_015213,11
ENSG00000184014,ENST00000328194,NM_001348749,11
ENSG00000184014,ENST00000328194,NM_001348750,11
ENSG00000163131,ENST00000448301,NM_001199739,1
ENSG00000061337,ENST00000265801,NM_001362884,8
ENSG00000161547,ENST00000359995,NM_001195427,17
ENSG00000184014,ENST00000530044,NM_001243254,11
ENSG00000130487,ENST00000648057,NM_138433,22
ENSG00000205364,ENST00000379818,NM_176870,16
ENSG00000126091,ENST00000347631,NM_006279,1
ENSG00000126453,ENST00000441864,NM_001040668,19
ENSG00000165434,ENST00000298198,NM_173582,11
ENSG00000168818,ENST00000306200,NM_001346282,4
ENSG00000168818,ENST00000306200,NM_001346281,4
ENSG00000168818,ENST00000306200,NM_016930,4
ENSG00000168818,ENST00000306200,NM_001346300,4
ENSG00000111801,ENST00000244519,NM_006994,6
ENSG00000170745,ENST00000403915,NM_001282428,2
ENSG00000151623,ENST00000358102,NM_000901,4
ENSG00000142511,ENST00000270590,NM_001506,19
ENSG00000170921,ENST00000424789,NM_025185,17
ENSG00000170745,ENST00000304101,NM_002252,2
ENSG00000075702,ENST00000401500,NM_001083961,19
ENSG00000151623,ENST00000512865,NM_001354819,4
ENSG00000151623,ENST00000512865,NM_001166104,4
ENSG00000125266,ENST00000646441,NM_004093,13
ENSG00000163492,ENST00000443758,NM_173648,2
ENSG00000106105,ENST00000389266,NM_001316772,7
ENSG00000106105,ENST00000389266,NM_002047,7
ENSG00000111801,ENST00000361232,NM_197974,6
ENSG00000126091,ENST00000372372,NM_174971,1
ENSG00000186409,ENST00000342022,NM_001080850,1
ENSG00000178033,ENST00000368599,NM_153711,6
ENSG00000186409,ENST00000651353,NM_001355226,1
ENSG00000186409,ENST00000651353,NM_001355224,1
ENSG00000186409,ENST00000651353,NM_001355227,1
ENSG00000075702,ENST00000270301,NM_173636,19
ENSG00000166913,ENST00000353703,NM_139323,20
ENSG00000163492,ENST00000409284,NM_001316745,2
ENSG00000126091,ENST00000361400,NM_174969,1
ENSG00000167705,ENST00000301336,NM_031430,17
ENSG00000166913,ENST00000372839,NM_003404,20
ENSG00000167395,ENST00000300850,NM_014699,16
ENSG00000051596,ENST00000265097,NM_032361,5
ENSG00000111801,ENST00000490254,NM_001242803,6
ENSG00000260903,ENST00000562532,NM_001011718,20
ENSG00000066185,ENST00000372565,NM_001146192,1
ENSG00000066185,ENST00000372565,NM_032257,1
ENSG00000173626,ENST00000368602,NM_001139444,6
ENSG00000126091,ENST00000372374,NM_001270460,1
ENSG00000100982,ENST00000372409,NM_022104,20
ENSG00000166444,ENST00000534127,NM_005418,11
ENSG00000126091,ENST00000643252,NM_001350620,1
ENSG00000164451,ENST00000628083,NM_001256888,6
ENSG00000126091,ENST00000647237,NM_001363573,1
ENSG00000166444,ENST00000313726,NM_213618,11
ENSG00000143434,ENST00000368913,NM_001178061,1
ENSG00000228567,ENST00000311170,NM_173857,19
ENSG00000143434,ENST00000368912,NM_001178062,1
ENSG00000134884,ENST00000400198,NM_018011,13
ENSG00000143434,ENST00000368914,NM_030913,1
ENSG00000164451,ENST00000368597,NM_153036,6
ENSG00000164451,ENST00000368597,NM_001256889,6
ENSG00000146701,ENST00000315758,NM_005918,7
ENSG00000110076,ENST00000377559,NM_138732,11
ENSG00000127125,ENST00000372562,NM_001287506,1
ENSG00000127125,ENST00000372562,NM_001287510,1
ENSG00000127125,ENST00000372562,NM_001287508,1
ENSG00000127125,ENST00000372562,NM_001077447,1
ENSG00000127125,ENST00000372562,NM_001287509,1
ENSG00000166477,ENST00000299601,NM_001323904,15
ENSG00000166477,ENST00000299601,NM_001323903,15
ENSG00000166477,ENST00000299601,NM_138792,15
ENSG00000127125,ENST00000372560,NM_001287511,1
ENSG00000126453,ENST00000594157,NM_001282517,19
ENSG00000166002,ENST00000298966,NM_020179,11
ENSG00000164451,ENST00000405399,NM_001256887,6
ENSG00000101331,ENST00000262659,NM_080625,20
ENSG00000166477,ENST00000315141,NM_001286430,15
ENSG00000151006,ENST00000280606,NM_001039503,16
ENSG00000146701,ENST00000443006,NM_001282404,7
ENSG00000147100,ENST00000587091,NM_006517,X
ENSG00000164451,ENST00000368596,NM_001366078,6
ENSG00000101331,ENST00000452892,NM_001365692,20
ENSG00000127125,ENST00000372561,NM_024664,1
ENSG00000006625,ENST00000275428,NM_024051,7
ENSG00000006625,ENST00000409144,NM_001199817,7
ENSG00000126091,ENST00000642331,NM_001350619,1
ENSG00000146701,ENST00000432020,NM_001282403,7
ENSG00000181038,ENST00000590964,NM_001206987,17
ENSG00000181038,ENST00000590964,NM_001206986,17
ENSG00000181038,ENST00000590964,NM_001206985,17
ENSG00000181038,ENST00000590964,NM_001302704,17
ENSG00000113389,ENST00000434067,NM_001363652,5
ENSG00000113389,ENST00000434067,NM_001364460,5
ENSG00000006625,ENST00000409390,NM_001199815,7
ENSG00000132670,ENST00000380393,NM_002836,20
ENSG00000110076,ENST00000265459,NM_015080,11
ENSG00000126091,ENST00000361392,NM_174964,1
ENSG00000180730,ENST00000319420,NM_001007538,13
ENSG00000006625,ENST00000005374,NM_001199816,7
ENSG00000278326,ENST00000619905,NM_001348144,CHR_HSCHR14_7_CTG1
ENSG00000278326,ENST00000619905,NM_001348143,CHR_HSCHR14_7_CTG1
ENSG00000278326,ENST00000619905,NM_058237,CHR_HSCHR14_7_CTG1
ENSG00000278326,ENST00000619905,NM_001348142,CHR_HSCHR14_7_CTG1
ENSG00000278326,ENST00000614957,NM_001348145,CHR_HSCHR14_7_CTG1
ENSG00000278326,ENST00000614957,NM_020958,CHR_HSCHR14_7_CTG1
ENSG00000132670,ENST00000216877,NM_080840,20
ENSG00000167397,ENST00000319788,NM_001311311,16
ENSG00000113389,ENST00000265074,NM_001364458,5
ENSG00000113389,ENST00000265074,NM_001204375,5
ENSG00000206320,ENST00000383279,NM_172197,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000167397,ENST00000354895,NM_206824,16
ENSG00000117155,ENST00000342203,NM_001166293,1
ENSG00000117155,ENST00000342203,NM_014021,1
ENSG00000117155,ENST00000342203,NM_001166417,1
ENSG00000126453,ENST00000616144,NM_138639,19
ENSG00000113389,ENST00000415167,NM_000908,5
ENSG00000077009,ENST00000168977,NM_170678,19
ENSG00000167397,ENST00000394975,NM_024006,16
ENSG00000132872,ENST00000255224,NM_020783,18
ENSG00000181038,ENST00000615984,NM_001206983,17
ENSG00000181038,ENST00000615984,NM_001080510,17
ENSG00000181038,ENST00000615984,NM_001302703,17
ENSG00000181038,ENST00000615984,NM_001206984,17
ENSG00000181038,ENST00000615984,NM_001302705,17
ENSG00000132670,ENST00000356147,NM_080841,20
ENSG00000113389,ENST00000326958,NM_001204376,5
ENSG00000178965,ENST00000326665,NM_001002912,1
ENSG00000171450,ENST00000302625,NM_003936,2
ENSG00000126453,ENST00000619007,NM_001282519,19
ENSG00000126453,ENST00000619007,NM_001282516,19
ENSG00000126453,ENST00000619007,NM_001282520,19
ENSG00000126453,ENST00000614495,NM_001282521,19
ENSG00000169894,ENST00000379458,NM_005960,7
ENSG00000100417,ENST00000216259,NM_002676,22
ENSG00000131263,ENST00000332687,NM_016120,X
ENSG00000125522,ENST00000369768,NM_005286,20
ENSG00000077009,ENST00000616156,NM_001289117,19
ENSG00000131263,ENST00000349225,NM_183353,X
ENSG00000117155,ENST00000437941,NM_001166294,1
ENSG00000117155,ENST00000437941,NM_001166295,1
ENSG00000227772,ENST00000451789,NM_001289161,CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000198898,ENST00000361183,NM_006136,7
ENSG00000138594,ENST00000308580,NM_014547,15
ENSG00000118777,ENST00000650821,NM_001348985,4
ENSG00000180104,ENST00000512944,NM_007277,5
ENSG00000118777,ENST00000515655,NM_001257386,4
ENSG00000163497,ENST00000295727,NM_017521,2
ENSG00000179833,ENST00000313349,NM_014755,2
ENSG00000227772,ENST00000443156,NM_001289160,CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000227772,ENST00000443156,NM_005931,CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000168824,ENST00000433139,NM_001040101,4
ENSG00000168824,ENST00000433139,NM_001287764,4
ENSG00000118777,ENST00000237612,NM_001348989,4
ENSG00000118777,ENST00000237612,NM_001348986,4
ENSG00000118777,ENST00000237612,NM_001348987,4
ENSG00000118777,ENST00000237612,NM_001348988,4
